timestamp,src_ip,method,uri,status,bytes,user_agent,event_type,country,asn
2026-02-13 00:03:27,185.176.222.4,GET,/solr/admin/cores?action=RELOAD,200,8935,"Apache-HttpClient/4.5.13",solr_reload,NL,207812
2026-02-13 00:03:28,185.176.222.4,POST,/solr/select?q=%7B%21time%20param%3Ddelay%7D,200,12453,"Apache-HttpClient",solr_time_param,NL,207812
2026-02-13 00:03:29,185.176.222.4,GET,/solr/admin/logging,200,8924,"Apache-HttpClient",solr_logging,NL,207812
2026-02-13 00:03:30,94.102.61.48,GET,/.well-known/apple-app-site-association,404,291,"python-requests/2.28.1",ios_app_scan,NL,201593
2026-02-13 00:03:31,94.102.61.48,GET,/crossdomain.xml,200,623,"python-requests/2.28.1",flash_recon,NL,201593
2026-02-13 00:03:32,45.155.205.236,GET,/owa/prem/15.1.2507/service.svc,200,4524,"Mozilla/4.0",exchange_svc_scan,NL,207375
2026-02-13 00:03:33,45.155.205.236,POST,/ecp/ECPProxy.aspx,302,414,"Mozilla/4.0",ecp_proxy_attempt,NL,207375
2026-02-13 00:03:34,45.155.205.236,POST,/PowerShell,401,236,"Mozilla/4.0",powershell_remoting,NL,207375
2026-02-13 00:03:35,91.240.118.53,GET,/actuator/metrics,200,1235,"Mozilla/5.0",spring_metrics,UA,42884
2026-02-13 00:03:36,91.240.118.53,GET,/actuator/configprops,401,269,"Mozilla/5.0",spring_configprops,UA,42884
2026-02-13 00:03:37,185.191.126.4,GET,/remote/fgt_lang?lang=/../../../..////////dev/cmdb/firewall/address,200,23414,"Python/3.9",fortinet_firewall,GB,208323
2026-02-13 00:03:38,185.191.126.4,POST,/api/v2/cmdb/firewall/address,200,514,"Python/3.9",fortinet_firewall_enum,GB,208323
2026-02-13 00:03:39,103.145.60.4,GET,/wso2.php,404,281,"Go-http-client/1.1",webshell_scan,ID,132077
2026-02-13 00:03:40,103.145.60.4,POST,/alfan.php,404,284,"Go-http-client/1.1",webshell_upload,ID,132077
2026-02-13 00:03:41,192.168.1.104,CONNECT,https://cnc.botnet:443,200,5126,"-",c2_connection,PRIVATE,-
2026-02-13 00:03:42,192.168.1.104,CONNECT,https://malware.delivery:443,200,4126,"-",c2_connection,PRIVATE,-
2026-02-13 00:03:43,192.168.1.104,DNS,beacon.attacker.com,0,0,"-",dns_beacon,PRIVATE,-
2026-02-13 00:03:44,10.10.10.8,SMB,PRINT$,ACCESS_DENIED,0,"-",smb_scan,PRIVATE,-
2026-02-13 00:03:45,10.10.10.8,SMB,NETLOGON,ACCESS_DENIED,0,"-",smb_scan,PRIVATE,-
2026-02-13 00:03:46,10.10.10.8,SMB,SYSVOL,ACCESS_DENIED,0,"-",smb_share_scan,PRIVATE,-
2026-02-13 00:03:47,84.54.43.126,GET,/index.php?page=../../../../proc/self/environ,403,525,"Mozilla/5.0",lfi_proc_environ,BG,207960
2026-02-13 00:03:48,84.54.43.126,GET,/index.php?page=expect://id,500,8933,"Mozilla/5.0",lfi_rce_attempt,BG,207960
2026-02-13 00:03:49,185.246.153.4,GET,/zabbix/graph.php,200,8925,"Zabbix",zabbix_graphs,LV,205577
2026-02-13 00:03:50,185.246.153.4,POST,/zabbix/index.php,302,315,"Zabbix",zabbix_bruteforce,LV,205577
2026-02-13 00:03:51,193.32.162.4,GET,/v2/postgres/tags/list,200,15624,"docker/20.10.12",docker_tag_enum,DE,205062
2026-02-13 00:03:52,193.32.162.4,GET,/v2/mongo/manifests/latest,200,18925,"docker/20.10.12",docker_pull_attempt,DE,205062
2026-02-13 00:03:53,217.12.221.4,GET,/console/..%252f..%252f..%252f..%252f..%252fhome%252ftomcat%252fconf%252ftomcat-users.xml,404,400,"-",tomcat_users_leak,UA,207668
2026-02-13 00:03:54,217.12.221.4,GET,/manager/deploy?path=/evil,401,525,"-",tomcat_deploy_scan,UA,207668
2026-02-13 00:03:55,212.113.106.4,POST,/Autodiscover/Autodiscover.xml,200,12876,"ExchangeServicesClient/15.02.0923.014",exchange_autodiscover,DE,208323
2026-02-13 00:03:56,212.113.106.4,POST,/owa/auth.owa,302,426,"ExchangeServicesClient",exchange_auth_bypass,DE,208323
2026-02-13 00:03:57,5.2.77.4,GET,/jenkins/computer/api/json,200,8925,"-",jenkins_node_enum,NL,205915
2026-02-13 00:03:58,5.2.77.4,POST,/jenkins/computer/createItem,403,525,"-",jenkins_node_create,NL,205915
2026-02-13 00:03:59,1.0.0.1,GET,/dns-query?dns=q80BAAABAAAAAAAAA3d3dwdleGFtcGxlNGNvbQAAAQAB,200,525,"-",doh_abuse,US,13335
2026-02-13 00:04:00,1.0.0.1,GET,/resolve?name=banking.phish&type=A,200,237,"-",doh_exfiltration,US,13335
2026-02-13 00:04:01,185.220.101.5,GET,/wp-content/plugins/woocommerce/readme.txt,200,4125,"Mozilla/5.0",vuln_scan,US,39836
2026-02-13 00:04:02,185.220.101.5,GET,/wp-json/wc/v3/products,200,8234,"Mozilla/5.0",woocommerce_enum,US,39836
2026-02-13 00:04:03,185.220.101.5,POST,/wp-admin/admin-ajax.php?action=woocommerce_ajax,200,1564,"Mozilla/5.0",woocommerce_abuse,US,39836
2026-02-13 00:04:04,89.123.45.71,REGISTER,sip:pbx.company.com,401,413,"-",voip_flood,RO,8708
2026-02-13 00:04:05,89.123.45.71,REGISTER,sip:pbx.company.com,401,412,"-",voip_flood,RO,8708
2026-02-13 00:04:06,89.123.45.71,REGISTER,sip:pbx.company.com,401,411,"-",voip_flood,RO,8708
2026-02-13 00:04:07,45.227.252.234,POST,/xmlrpc.php,200,1895,"WordPress/6.1.1",xmlrpc_attack,SC,268581
2026-02-13 00:04:08,45.227.252.234,POST,/xmlrpc.php,200,1880,"WordPress/6.1.1",xmlrpc_attack,SC,268581
2026-02-13 00:04:09,45.227.252.234,POST,/xmlrpc.php,200,1880,"WordPress/6.1.1",xmlrpc_attack,SC,268581
2026-02-13 00:04:10,192.168.1.104,SSH,invalid_user_fedora,55444,0,"-",ssh_bruteforce,PRIVATE,-
2026-02-13 00:04:11,192.168.1.104,SSH,invalid_user_almalinux,55445,0,"-",ssh_bruteforce,PRIVATE,-
2026-02-13 00:04:12,192.168.1.104,SSH,invalid_user_rocky,55446,0,"-",ssh_bruteforce,PRIVATE,-
2026-02-13 00:04:13,103.86.51.15,GET,/index.php?option=com_config,200,3234,"Mozilla/4.0",joomla_config,CN,137443
2026-02-13 00:04:14,103.86.51.15,POST,/index.php?option=com_config&task=config.save.component.apply,302,1123,"Mozilla/4.0",joomla_config_change,CN,137443
2026-02-13 00:04:15,103.86.51.15,GET,/administrator/components/com_config/controller.php,404,291,"Mozilla/4.0",joomla_controller,CN,137443
2026-02-13 00:04:16,5.188.206.204,GET,/.env.local,404,293,"curl/7.68.0",env_leak,FR,202448
2026-02-13 00:04:17,5.188.206.204,GET,/.git/FETCH_HEAD,404,295,"curl/7.68.0",git_fetch_leak,FR,202448
2026-02-13 00:04:18,5.188.206.204,GET,/.google_credits,404,297,"curl/7.68.0",gcp_creds_leak,FR,202448
2026-02-13 00:04:19,172.16.0.14,SYSTEM,redis,error,0,"# MISCONF Redis is configured to save RDB snapshots",redis_config_error,PRIVATE,-
2026-02-13 00:04:20,172.16.0.14,SYSTEM,redis,error,0,"# oO0OoO0OoO0Oo Redis is starting oO0OoO0OoO0Oo",redis_restart,PRIVATE,-
2026-02-13 00:04:21,2.56.59.148,GET,/cgi-bin/luci/admin/status/iptables,200,17823,"Mozilla/5.0",router_firewall_scan,RU,208628
2026-02-13 00:04:22,2.56.59.148,POST,/cgi-bin/luci/;stok=/admin/services/upnp,302,195,"Mozilla/5.0",router_upnp_enable,RU,208628
2026-02-13 00:04:23,2.56.59.148,GET,/cgi-bin/luci/;stok=/admin/system/flash,200,24523,"Mozilla/5.0",router_flash_attempt,RU,208628
2026-02-13 00:04:24,192.168.1.25,GET,/proxy-auto.pac,401,0,"-",proxy_anon_auth,PRIVATE,-
2026-02-13 00:04:25,192.168.1.25,GET,/wpad-auto.ps1,401,0,"-",proxy_anon_auth,PRIVATE,-
2026-02-13 00:04:26,192.168.1.25,CONNECT,gitlab.com:443,401,0,"-",proxy_anon_auth,PRIVATE,-
2026-02-13 00:04:27,185.176.222.5,GET,/solr/admin/cores?action=UNLOAD,200,8936,"Apache-HttpClient/4.5.13",solr_unload,NL,207812
2026-02-13 00:04:28,185.176.222.5,POST,/solr/select?q=%7B%21cache%3Dfalse%7D,200,12454,"Apache-HttpClient",solr_cache_bypass,NL,207812
2026-02-13 00:04:29,185.176.222.5,GET,/solr/admin/properties,200,8925,"Apache-HttpClient",solr_properties,NL,207812
2026-02-13 00:04:30,94.102.61.49,GET,/.well-known/nodeinfo,404,292,"python-requests/2.28.1",federation_scan,NL,201593
2026-02-13 00:04:31,94.102.61.49,GET,/security.txt,404,624,"python-requests/2.28.1",recon,NL,201593
2026-02-13 00:04:32,45.155.205.237,GET,/ecp/15.1.2507/ecp,200,4525,"Mozilla/4.0",exchange_ecp_scan,NL,207375
2026-02-13 00:04:33,45.155.205.237,POST,/ecp/ECPProxy.aspx,302,415,"Mozilla/4.0",ecp_proxy_attempt,NL,207375
2026-02-13 00:04:34,45.155.205.237,POST,/PowerShell,401,237,"Mozilla/4.0",powershell_remoting,NL,207375
2026-02-13 00:04:35,91.240.118.54,GET,/actuator/scheduledtasks,200,1236,"Mozilla/5.0",spring_scheduled,UA,42884
2026-02-13 00:04:36,91.240.118.54,GET,/actuator/logfile,401,270,"Mozilla/5.0",spring_logfile,UA,42884
2026-02-13 00:04:37,185.191.126.5,GET,/remote/fgt_lang?lang=/../../../..////////dev/cmdb/router/static,200,23415,"Python/3.9",fortinet_routes,GB,208323
2026-02-13 00:04:38,185.191.126.5,POST,/api/v2/cmdb/router/static,200,515,"Python/3.9",fortinet_route_enum,GB,208323
2026-02-13 00:04:39,103.145.60.5,GET,/indoxploit.php,404,282,"Go-http-client/1.1",webshell_scan,ID,132077
2026-02-13 00:04:40,103.145.60.5,POST,/antichat.php,404,285,"Go-http-client/1.1",webshell_upload,ID,132077
2026-02-13 00:04:41,192.168.1.105,CONNECT,https://c2.infrastructure:443,200,5127,"-",c2_connection,PRIVATE,-
2026-02-13 00:04:42,192.168.1.105,CONNECT,https://malware.cdn:443,200,4127,"-",c2_connection,PRIVATE,-
2026-02-13 00:04:43,192.168.1.105,DNS,check.attacker.com,0,0,"-",dns_beacon,PRIVATE,-
2026-02-13 00:04:44,10.10.10.9,SMB,IPC$,ACCESS_DENIED,0,"-",smb_scan,PRIVATE,-
2026-02-13 00:04:45,10.10.10.9,SMB,ADMIN$,ACCESS_DENIED,0,"-",smb_scan,PRIVATE,-
2026-02-13 00:04:46,10.10.10.9,SMB,C$,ACCESS_DENIED,0,"-",smb_share_scan,PRIVATE,-
2026-02-13 00:04:47,84.54.43.127,GET,/index.php?page=../../../../var/log/apache2/access.log,200,12345,"Mozilla/5.0",lfi_log_poison,BG,207960
2026-02-13 00:04:48,84.54.43.127,GET,/index.php?page=php://filter/convert.base64-encode/resource=index,500,8934,"Mozilla/5.0",lfi_source_code,BG,207960
2026-02-13 00:04:49,185.246.153.5,GET,/zabbix/jsrpc.php,200,8926,"Zabbix",zabbix_jsrpc,LV,205577
2026-02-13 00:04:50,185.246.153.5,POST,/zabbix/index.php,302,316,"Zabbix",zabbix_bruteforce,LV,205577
2026-02-13 00:04:51,193.32.162.5,GET,/v2/elasticsearch/tags/list,200,15625,"docker/20.10.12",docker_tag_enum,DE,205062
2026-02-13 00:04:52,193.32.162.5,GET,/v2/cassandra/manifests/latest,200,18926,"docker/20.10.12",docker_pull_attempt,DE,205062
2026-02-13 00:04:53,217.12.221.5,GET,/console/..%252f..%252f..%252f..%252f..%252fetc%252fhosts,404,401,"-",tomcat_hosts_leak,UA,207668
2026-02-13 00:04:54,217.12.221.5,GET,/manager/text/deploy,401,526,"-",tomcat_text_deploy,UA,207668
2026-02-13 00:04:55,212.113.106.5,POST,/Autodiscover/Autodiscover.xml,200,12877,"ExchangeServicesClient/15.02.0924.015",exchange_autodiscover,DE,208323
2026-02-13 00:04:56,212.113.106.5,POST,/owa/auth.owa,302,427,"ExchangeServicesClient",exchange_auth_bypass,DE,208323
2026-02-13 00:04:57,5.2.77.5,GET,/jenkins/job/api/json,200,8926,"-",jenkins_job_enum,NL,205915
2026-02-13 00:04:58,5.2.77.5,POST,/jenkins/job/createItem,403,526,"-",jenkins_job_create,NL,205915
2026-02-13 00:04:59,208.67.222.222,GET,/dns-query?dns=q80BAAABAAAAAAAAA3d3dwdleGFtcGxlNWNvbQAAAQAB,200,526,"-",doh_abuse,US,36692
2026-02-13 00:05:00,208.67.222.222,GET,/resolve?name=login.phish&type=A,200,238,"-",doh_exfiltration,US,36692
